,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
8693,30,0,9,7,10,0,1,67,32,42,2,3,12,30,27,2
8694,43,2,8,5,13,2,1,26,75,67,1,2,2,13,6,1
8696,52,3,7,1,5,2,0,54,51,76,1,0,4,34,7,2
8697,42,0,17,6,7,2,2,16,76,76,1,1,2,13,7,1
8698,42,1,7,1,1,1,2,81,13,85,2,5,13,71,13,0
8699,43,2,9,5,13,2,1,88,11,71,2,3,5,85,8,0
8700,54,0,6,6,19,0,1,28,67,84,1,1,0,20,8,1
8701,50,0,6,4,4,2,1,17,71,25,1,1,4,8,9,1
8702,27,0,6,5,13,1,0,27,78,39,1,0,3,12,7,2
8703,51,0,8,2,6,1,2,73,13,59,2,5,7,49,15,2
8704,32,3,11,3,3,1,0,58,20,50,1,1,5,34,9,2
8705,45,0,15,6,17,0,2,68,30,67,2,3,8,45,16,2
8706,52,1,12,0,22,1,0,55,47,88,1,1,1,43,3,2
8707,52,2,11,1,2,1,0,58,47,74,1,2,4,32,6,2
8708,57,2,13,6,7,2,0,40,42,26,1,1,4,34,8,2
8709,41,0,9,5,14,2,2,41,56,51,1,2,2,24,9,1
8710,57,0,7,7,12,1,2,25,82,62,1,1,4,11,0,1
8711,47,2,8,0,0,0,0,59,43,77,2,4,10,42,23,2
8712,54,0,14,4,4,0,0,63,38,68,2,3,14,36,6,0
8713,58,0,11,2,11,1,1,12,72,78,1,1,0,7,5,1
8714,60,0,9,1,2,0,2,70,28,41,2,4,10,42,14,2
8715,37,0,13,3,8,1,1,89,17,41,2,4,9,63,21,0
8716,50,0,7,5,14,1,0,74,18,73,2,2,10,52,15,0
8717,33,0,8,2,11,2,1,66,13,71,2,2,7,54,21,2
8718,42,0,7,6,7,2,2,72,36,77,2,4,9,66,9,2
8719,31,0,10,3,8,1,0,56,32,74,2,4,7,34,15,2
8720,22,0,1,2,11,1,2,25,70,65,1,2,2,19,9,1
8721,23,3,2,6,19,1,2,81,21,68,2,3,12,52,17,2
8722,51,2,11,2,9,1,1,14,89,87,1,0,4,9,8,1
8723,22,2,1,4,20,2,1,58,50,32,1,1,4,39,7,0
8724,39,0,3,4,20,1,1,60,34,35,2,5,5,54,24,0
8725,44,2,5,2,11,2,1,31,61,87,1,0,1,20,2,1
8726,37,0,0,1,2,1,0,86,17,58,2,3,6,39,6,0
8727,53,3,7,6,17,1,1,30,73,46,1,2,5,13,0,1
8728,57,2,8,5,13,1,1,35,68,62,1,1,5,27,3,1
8729,21,2,0,7,10,1,1,20,91,44,1,2,3,15,3,1
8730,29,2,8,1,1,1,2,56,52,61,1,2,4,35,5,1
8731,25,3,2,4,23,1,0,49,52,21,1,0,5,44,4,0
8733,54,3,0,0,22,1,0,92,12,83,2,5,8,88,29,0
8735,43,0,10,7,10,1,0,58,43,36,1,1,2,30,3,0
8736,23,0,2,1,1,1,1,29,72,24,1,1,1,13,9,2
8737,56,0,0,6,19,1,1,62,36,74,2,3,10,58,18,0
8738,41,0,15,2,9,2,2,26,69,25,1,0,1,12,5,1
8739,22,0,1,1,5,0,0,90,12,21,0,8,16,56,37,0
8740,25,0,4,6,7,2,1,27,76,61,1,1,0,20,4,1
8742,43,0,7,0,0,1,1,31,71,41,1,1,0,23,1,1
8743,46,2,6,2,6,1,1,41,67,44,1,2,5,23,6,1
8744,32,0,4,6,17,0,1,87,0,62,2,4,12,54,15,0
8745,45,0,6,7,10,0,0,24,79,25,1,2,2,20,7,2
8746,43,2,12,4,23,1,1,36,67,82,1,1,4,31,3,1
8747,36,0,9,0,0,1,0,17,81,87,1,1,2,8,2,1
8748,31,2,7,6,7,0,0,28,69,50,1,1,3,14,2,2
8749,50,3,7,3,18,1,0,68,31,69,2,4,5,39,25,2
8750,49,0,7,7,21,2,0,39,82,37,1,0,2,26,3,2
8751,56,1,14,7,12,1,1,37,71,25,1,2,1,25,7,2
8752,60,0,10,4,20,1,0,54,45,64,1,2,3,25,3,2
8754,29,1,8,2,11,1,1,66,32,68,1,0,0,63,2,0
8755,54,1,3,6,7,1,0,28,72,47,1,1,2,13,4,2
8757,36,2,6,4,23,1,1,80,10,71,2,5,5,54,7,0
8758,54,0,3,2,11,1,0,65,41,86,1,0,0,35,5,2
8759,46,0,7,2,6,0,0,61,36,70,2,5,11,54,26,2
8760,33,2,12,6,19,2,0,22,74,96,1,1,5,21,1,1
8761,35,0,14,6,19,2,1,68,38,71,1,1,3,57,1,0
8762,32,0,6,1,1,2,0,29,71,88,1,2,3,13,0,1
8763,34,1,0,1,5,2,0,83,14,68,2,4,8,61,6,0
8764,51,0,9,1,5,1,1,44,64,44,1,0,4,35,4,2
8765,41,0,2,5,15,1,1,21,71,89,1,1,5,17,5,2
8766,51,2,7,2,11,0,1,90,24,78,2,3,11,78,8,0
8767,24,0,2,3,3,1,1,64,42,21,2,3,6,35,8,0
8768,33,0,12,4,20,1,2,31,80,31,1,2,1,21,6,1
8769,37,1,10,2,11,0,0,35,49,85,1,1,0,30,7,2
8770,54,1,9,1,2,0,1,85,9,31,0,7,20,66,43,0
8771,37,0,14,2,6,1,1,57,47,37,2,5,8,49,14,2
8772,60,1,2,4,20,2,2,33,69,79,2,2,10,30,21,1
8773,56,1,3,7,12,1,0,73,21,89,2,5,6,46,15,0
8774,36,0,12,1,2,1,1,50,33,41,1,0,2,47,3,0
8775,22,1,1,0,0,2,1,81,21,27,2,2,9,49,22,0
8776,46,0,6,2,6,1,1,38,56,27,1,0,5,25,7,1
8778,27,0,1,3,18,2,1,36,48,63,1,0,5,35,3,2
8779,53,1,5,3,18,0,0,90,22,81,2,3,9,76,13,0
8780,52,0,10,3,8,2,0,63,34,75,1,2,1,39,8,2
8781,31,0,10,3,18,2,1,77,41,45,2,3,8,65,13,0
8782,24,0,3,0,22,0,1,18,81,66,1,1,5,10,7,1
8783,47,0,10,1,1,2,1,64,34,30,1,1,0,60,1,0
8784,37,0,13,6,17,1,0,34,77,75,1,0,0,27,5,2
8785,50,1,11,1,5,2,0,22,84,40,1,1,0,13,5,2
8786,32,2,11,0,22,1,1,25,75,97,1,2,1,24,6,1
8787,26,1,5,3,8,2,1,39,43,76,2,2,14,17,25,1
8788,44,0,0,2,9,1,0,81,30,58,2,2,6,71,20,0
8789,29,0,8,0,0,2,1,17,79,44,1,0,2,15,8,1
8790,52,0,7,1,2,2,0,32,72,60,1,0,0,23,1,2
8791,55,0,12,5,15,1,1,67,27,72,2,2,13,49,19,0
8792,39,3,5,5,14,0,1,32,62,40,1,0,1,28,1,1
8793,58,2,9,1,2,1,1,32,78,88,1,2,0,18,6,1
8794,41,1,0,2,6,1,1,82,27,80,0,6,15,38,28,0
8795,58,3,0,4,23,0,0,87,19,22,2,4,5,49,19,0
8796,21,0,0,4,4,0,1,38,61,24,1,2,2,27,5,2
8797,37,0,7,1,1,2,1,89,12,46,2,2,9,64,5,0
8798,33,0,8,2,9,1,0,88,0,43,0,8,16,56,20,0
8800,24,2,3,7,21,1,0,84,12,69,2,5,12,58,5,0
8801,41,0,8,3,8,1,0,25,75,75,1,2,4,18,5,1
8802,44,0,2,7,21,1,0,68,46,93,2,5,13,48,12,0
8803,58,2,12,3,18,1,0,11,85,64,1,0,4,9,3,1
8804,33,1,8,3,18,2,1,25,74,68,1,2,1,14,0,1
8805,49,3,0,5,14,0,2,27,81,82,1,2,4,14,7,1
8806,39,1,9,7,21,2,1,32,57,39,1,2,2,21,7,2
8807,27,0,6,0,22,1,0,83,12,76,2,5,10,82,27,0
8809,28,0,2,5,13,0,0,30,73,36,1,1,1,23,1,0
8810,52,0,13,2,9,1,0,34,67,66,1,0,3,17,0,1
8811,30,2,2,7,12,0,0,45,39,31,1,2,0,30,9,0
8812,58,2,20,1,1,2,1,49,43,53,2,4,6,22,17,1
8813,46,0,3,7,10,0,0,19,82,21,1,1,2,13,1,1
8814,31,0,7,5,13,1,0,39,60,22,1,1,5,24,8,0
8815,60,2,10,6,17,0,1,37,70,21,1,0,3,28,2,2
8816,51,0,13,0,16,1,1,22,71,87,1,2,4,16,8,1
8817,44,3,14,3,3,2,1,12,89,21,1,0,5,8,7,1
8818,42,0,18,5,14,0,1,54,42,23,2,3,5,30,5,2
8819,50,3,8,7,12,1,2,45,55,41,2,5,8,41,18,1
8820,21,0,0,3,8,1,0,90,1,84,2,5,9,87,17,0
8821,47,2,12,3,8,1,0,46,60,24,1,1,0,36,7,2
8822,36,1,5,4,20,1,1,34,55,39,1,1,1,29,0,2
8823,49,0,5,7,10,0,1,54,55,31,2,5,7,29,5,2
8824,32,2,11,6,17,1,1,20,89,56,1,0,3,14,0,1
8825,59,0,12,4,4,0,1,25,81,68,1,1,2,18,2,1
8826,42,2,6,0,22,1,0,71,26,81,2,2,13,34,27,2
8827,58,1,10,2,11,1,0,50,45,74,2,5,5,39,11,2
8828,35,0,1,1,1,2,1,68,32,36,2,5,5,32,7,0
8829,21,1,0,5,14,0,1,74,33,67,2,5,7,38,17,0
8830,59,3,5,1,5,0,1,91,17,42,2,4,12,86,22,0
8831,24,2,3,5,13,0,1,28,57,56,1,1,0,27,6,2
8832,26,1,5,1,2,0,1,14,100,68,1,0,0,8,0,1
8833,50,0,12,3,3,2,1,21,77,90,1,2,2,13,8,1
8834,42,3,18,5,13,1,0,84,6,42,2,3,12,64,25,0
8835,39,0,5,2,6,0,0,36,61,67,1,1,3,28,3,1
8836,34,2,8,4,23,2,1,79,27,65,2,5,6,52,26,0
8837,47,2,8,6,7,1,0,47,59,34,1,0,4,21,8,2
8838,25,2,4,6,17,2,0,28,72,49,1,0,3,18,9,2
8839,21,2,0,6,7,1,1,86,23,28,2,4,7,64,13,0
8840,49,0,10,1,5,1,1,42,57,91,1,0,0,32,3,2
8841,44,2,7,5,14,2,1,24,60,36,1,1,4,19,4,1
8842,37,0,10,2,6,2,0,18,93,24,1,1,4,17,8,1
8843,36,1,7,1,1,0,0,84,38,77,2,2,10,65,17,0
8844,55,0,6,7,12,0,1,68,21,89,2,4,7,52,24,2
8845,45,1,8,5,13,0,1,88,22,20,2,4,9,49,17,0
8846,37,0,5,2,6,0,1,34,71,60,1,0,2,25,7,1
8847,44,0,8,5,15,0,2,22,92,73,1,2,3,17,5,1
8848,56,0,7,5,14,1,1,12,82,26,1,0,1,6,5,1
8849,36,0,4,3,18,0,0,92,5,38,0,5,15,46,46,0
8850,43,0,3,7,12,1,1,78,6,44,0,6,25,77,28,0
8851,55,2,5,2,9,2,0,78,8,86,2,3,14,64,5,0
8852,58,0,9,7,10,1,1,39,89,63,1,1,4,35,4,1
8853,37,0,10,1,5,1,1,51,39,50,2,4,13,44,8,2
8854,54,0,6,5,14,1,0,17,83,84,1,0,5,11,0,1
8855,23,0,2,4,20,1,0,41,44,76,1,1,2,22,8,2
8856,57,0,12,7,21,1,2,24,79,83,1,0,4,20,9,1
8857,35,0,9,7,10,2,0,83,27,47,2,3,14,50,18,0
8858,50,0,6,0,0,1,1,52,28,88,1,2,1,29,7,1
8859,26,2,5,5,14,1,1,11,100,37,1,0,5,8,0,1
8860,37,0,9,2,9,0,0,70,26,30,2,3,10,52,13,0
8861,38,0,7,6,7,2,1,78,26,24,2,5,6,43,22,0
8863,40,0,8,2,9,0,0,21,100,77,1,1,3,11,1,1
8864,54,1,18,6,7,2,0,78,18,36,2,3,10,47,10,0
8865,31,0,7,3,8,1,0,44,69,58,1,1,0,39,4,2
8866,31,2,4,1,5,1,1,71,18,84,2,2,5,34,15,2
8867,34,0,6,7,21,2,1,37,56,33,1,1,2,35,0,2
8868,28,0,7,7,21,1,0,68,5,47,2,3,5,40,25,0
8869,25,0,4,5,13,2,2,57,31,77,1,0,1,56,1,2
8870,25,0,0,3,18,1,1,83,21,41,1,2,1,59,0,0
8871,50,1,5,1,5,1,1,44,37,52,1,1,2,25,7,2
8872,50,2,7,6,7,0,1,79,23,91,2,3,9,46,12,0
8873,38,1,3,2,9,1,0,51,51,51,1,1,4,30,4,2
8875,52,0,7,2,9,1,0,19,76,90,1,1,0,9,4,1
8876,54,1,15,3,8,1,0,59,32,57,1,2,0,58,4,0
8877,39,0,8,0,22,2,1,16,87,85,1,0,0,8,2,1
8878,31,2,7,5,13,1,1,92,0,22,2,5,11,79,18,0
8879,23,2,2,3,3,2,0,58,42,34,1,1,0,35,8,0
8880,26,0,5,6,19,1,0,43,71,81,1,2,3,34,3,2
8881,40,0,0,6,19,2,2,73,32,90,2,3,12,38,22,2
8882,29,1,2,0,22,1,1,43,46,68,2,5,13,21,9,2
8883,43,2,3,5,13,0,1,31,63,24,1,0,0,16,3,2
8884,32,0,10,0,16,2,0,47,55,81,2,5,7,23,9,1
8885,24,0,3,1,5,2,1,59,33,55,2,2,9,37,28,2
8886,37,2,0,6,19,1,0,56,47,75,2,4,14,26,16,2
8887,52,0,1,1,1,0,1,40,62,75,1,1,4,30,5,2
8888,37,2,16,1,2,0,0,88,13,42,2,3,11,60,10,0
8889,25,0,4,4,4,1,0,13,96,75,1,0,0,11,0,1
8890,32,2,4,4,4,0,2,14,80,59,1,0,0,12,2,1
8891,48,2,7,1,2,1,1,40,52,37,1,1,0,27,3,2
8892,30,0,6,3,8,1,0,37,62,55,1,1,4,16,6,1
8893,25,0,4,6,19,0,2,27,74,78,1,0,4,17,3,1
8894,29,0,2,1,2,2,0,75,13,40,2,2,5,59,11,0
8895,51,2,7,6,17,2,2,68,29,69,2,3,5,33,28,1
8896,39,2,5,6,19,1,1,55,44,80,1,0,1,50,0,2
8897,33,2,10,7,12,2,0,15,70,41,1,0,0,14,6,1
8898,56,0,8,0,22,1,0,53,26,79,1,2,3,34,4,2
8899,22,1,1,3,3,1,1,17,74,61,1,1,1,8,9,1
8900,31,0,10,3,8,1,1,25,69,62,1,0,5,23,1,1
8901,45,2,11,1,1,2,0,27,76,74,1,0,1,26,5,1
8902,25,0,4,4,23,0,1,51,56,50,1,2,3,48,6,2
8903,52,0,8,7,10,0,0,45,60,91,2,3,6,27,25,2
8904,45,0,3,4,4,2,0,67,23,49,2,4,14,49,26,0
8905,56,2,11,7,12,2,2,72,18,43,2,2,13,32,16,2
8906,23,2,2,3,18,2,2,87,23,27,2,2,7,75,5,0
8907,52,2,11,2,11,2,2,50,55,73,1,0,3,45,7,1
8908,45,0,7,3,18,0,2,13,76,32,1,2,1,8,7,1
8909,26,0,3,1,5,0,0,59,31,71,2,5,7,48,9,0
8910,41,1,7,7,10,0,0,87,16,24,2,2,8,78,17,0
8911,54,2,0,2,6,1,2,71,34,63,2,3,13,51,27,2
8912,49,2,13,3,18,1,1,64,24,63,2,2,9,31,10,2
8913,47,0,11,7,21,2,1,56,27,86,2,2,8,49,12,2
8914,32,0,11,4,4,1,1,40,75,64,2,2,13,19,21,1
8915,57,0,2,4,23,1,1,62,41,59,1,1,1,43,3,0
8916,47,0,0,5,13,1,1,58,56,28,1,0,4,32,2,0
8917,42,0,6,1,2,1,1,55,48,32,1,2,3,41,7,2
8918,48,2,7,7,10,1,1,47,59,81,1,0,2,26,3,1
8919,57,2,9,6,17,1,0,75,25,74,2,3,9,62,9,0
8920,42,0,8,0,16,1,0,49,48,80,1,1,3,42,7,2
8921,52,1,2,0,22,1,0,80,21,70,2,3,5,63,5,0
8922,21,1,0,3,18,2,1,42,53,60,2,3,10,37,26,2
8923,23,0,2,5,13,1,1,79,25,53,2,2,12,37,11,0
8924,45,2,5,1,1,2,2,63,32,45,2,2,10,51,20,2
8925,48,0,2,5,14,2,1,34,76,85,1,0,2,19,9,2
8926,57,1,5,5,14,0,1,73,35,35,2,3,10,55,8,0
8927,47,2,16,6,17,0,0,78,8,46,2,5,5,42,6,0
8928,32,2,1,4,23,1,0,71,26,21,1,1,2,40,0,0
8929,39,0,9,3,8,1,1,40,58,71,1,1,1,35,9,1
8930,31,2,8,2,9,0,0,73,37,94,2,4,10,63,17,2
8931,43,2,9,6,19,0,0,84,7,84,2,3,8,67,22,0
8932,32,0,0,2,11,0,1,28,55,81,1,2,4,19,2,1
8933,38,1,8,2,11,1,0,12,100,93,1,1,4,10,9,1
8934,31,0,10,6,17,2,0,24,82,66,1,2,3,22,5,2
8935,28,0,2,5,15,0,1,33,72,52,1,0,5,16,9,2
8936,57,0,11,0,0,1,0,30,61,69,1,1,5,14,8,1
8937,26,2,5,1,1,1,0,22,70,43,1,0,3,21,9,1
8938,23,0,2,5,14,2,2,66,31,50,2,3,12,60,22,0
8939,58,2,8,5,14,0,0,86,15,25,2,3,9,85,19,0
8940,27,0,6,7,12,0,1,92,3,80,2,2,10,55,23,0
8943,34,0,0,6,17,0,1,78,10,21,1,1,5,75,2,0
8945,41,0,15,7,12,0,0,46,68,27,1,2,3,33,4,2
8946,22,0,1,3,8,2,1,31,60,89,1,1,0,27,1,1
8947,31,2,1,1,1,2,2,71,27,48,2,5,8,47,9,2
8948,28,1,7,2,9,0,0,70,23,37,2,2,6,46,26,0
8949,45,2,5,3,18,1,1,53,44,83,1,0,4,48,5,2
8950,37,2,6,6,19,2,0,64,28,99,1,2,2,52,7,0
8951,35,0,5,6,17,0,0,51,63,94,2,2,12,23,15,2
8952,33,0,5,7,21,2,2,64,23,78,2,5,14,44,18,2
8953,41,0,10,1,1,2,1,45,64,60,1,1,1,34,0,2
8954,22,1,1,7,10,1,0,52,47,74,2,3,14,28,22,0
8955,21,0,0,4,20,2,1,46,63,91,1,2,0,35,1,2
8957,48,0,5,6,19,2,0,75,31,89,2,3,11,70,15,0
8958,23,0,2,2,11,1,0,57,42,69,2,5,11,27,14,2
8959,42,0,16,5,15,2,0,19,73,55,1,0,1,9,2,1
8961,45,0,9,7,12,1,2,44,62,92,1,1,3,35,8,1
8962,58,0,15,2,9,2,2,39,77,58,1,1,2,37,3,1
8963,46,3,14,1,5,2,2,70,29,74,2,2,11,35,28,1
8964,33,2,7,4,23,1,1,57,44,68,2,5,11,39,6,2
8965,25,2,4,2,6,2,1,54,56,28,1,2,2,25,3,1
8966,42,0,5,6,7,2,0,17,67,26,1,0,1,16,1,2
8967,59,1,11,5,15,0,0,93,21,45,2,2,11,45,29,0
8968,43,0,15,3,18,1,0,67,38,67,2,4,8,66,20,0
8969,22,1,1,6,17,2,1,72,11,41,2,2,10,63,18,0
8970,40,0,15,3,8,2,2,78,21,77,2,4,11,51,10,2
8971,60,0,5,4,20,0,0,73,25,94,2,5,7,66,14,0
8972,27,0,6,0,0,1,2,23,78,32,1,2,2,10,6,1
8973,38,0,9,6,17,2,0,12,79,90,1,1,5,6,1,1
8974,59,1,14,2,9,0,1,69,42,78,2,3,12,42,27,2
8975,46,0,3,3,18,0,0,65,31,38,1,1,0,41,1,0
8976,30,0,9,6,7,0,1,84,9,49,2,4,14,69,10,0
8977,37,3,13,0,16,1,0,83,17,68,0,5,15,81,51,0
8978,52,2,14,1,1,1,1,53,52,57,2,3,9,43,7,2
8979,30,2,9,1,2,2,0,84,27,52,2,3,6,51,7,0
8980,38,2,7,0,0,0,1,86,36,39,0,8,21,78,34,0
8981,56,0,8,3,8,1,0,69,33,68,2,3,12,55,20,0
8983,47,1,17,0,16,1,0,89,2,85,2,4,6,68,11,0
8984,48,2,7,1,5,0,2,48,44,25,2,3,13,29,14,1
8985,23,0,2,5,13,2,0,76,20,52,2,5,9,69,13,0
8986,29,0,8,2,11,1,0,28,70,69,1,2,5,26,8,1
8987,36,2,2,4,23,0,0,52,62,27,2,2,12,51,11,0
8988,43,0,13,2,9,2,0,10,100,33,1,1,3,4,7,1
8989,60,0,11,7,12,1,1,25,77,77,1,2,1,12,8,1
8990,60,1,15,7,12,0,0,17,48,93,1,0,3,11,6,1
8991,44,0,1,5,13,1,1,74,38,32,2,2,13,56,20,0
8992,44,0,5,4,20,0,0,85,28,92,0,6,15,58,34,0
8993,45,0,5,5,14,2,1,65,27,43,2,5,13,43,13,0
8994,31,1,10,0,16,0,1,65,27,67,2,4,14,44,10,2
8995,53,3,14,7,12,0,1,59,39,27,1,0,5,40,5,2
8996,52,0,1,6,19,2,1,81,16,90,2,5,11,67,19,0
8997,45,1,7,0,16,1,0,44,48,46,2,4,5,26,27,2
8998,58,0,1,1,5,0,1,72,22,80,2,2,7,42,29,0
8999,58,0,11,3,8,1,0,53,50,44,1,2,3,35,0,2
9000,40,1,9,5,13,1,1,38,56,37,1,0,2,31,5,2
9001,31,0,6,6,19,1,1,38,57,77,1,1,1,28,4,2
9002,28,2,6,6,19,2,1,69,35,66,2,4,14,34,16,2
9003,60,0,15,2,11,2,1,79,23,74,2,2,12,78,29,0
9004,43,0,3,5,14,1,0,25,76,62,1,1,0,17,3,2
9005,24,3,3,7,21,1,2,28,61,25,1,1,3,27,3,1
9006,31,0,10,3,3,0,2,57,59,30,2,2,11,35,7,1
9007,26,2,5,3,8,2,0,15,77,77,1,0,3,14,9,1
9008,35,0,7,4,20,2,0,16,73,66,1,2,4,7,1,1
9009,25,1,4,7,12,1,0,86,38,62,2,2,14,65,23,0
9010,36,0,3,1,5,1,0,50,47,72,2,2,13,33,22,2
9011,51,1,3,7,10,1,2,66,39,86,1,2,4,43,6,2
9012,21,0,0,4,20,1,0,66,29,47,2,2,5,41,23,0
9013,36,0,12,6,17,2,1,91,13,78,2,5,5,70,8,0
9014,43,1,10,6,7,2,0,30,74,32,1,0,3,27,8,2
9015,35,1,12,6,17,0,1,56,35,68,1,2,5,37,0,0
9016,26,3,5,0,16,1,0,13,97,24,1,0,3,6,1,1
9017,35,1,8,6,7,2,2,22,82,90,1,2,2,16,2,1
9018,58,0,6,2,6,0,1,48,52,79,1,2,0,41,5,1
9019,56,0,11,3,3,2,1,61,43,92,2,2,12,47,23,2
9020,29,0,4,3,3,0,1,53,58,34,2,2,8,36,13,2
9021,27,0,0,7,12,0,1,83,26,70,2,2,7,81,28,0
9022,27,0,6,1,1,2,0,10,92,79,1,0,2,5,6,1
9023,42,1,11,7,21,2,0,15,68,21,1,2,2,9,5,2
9024,38,0,11,3,8,2,0,90,15,31,2,3,10,82,22,0
9025,35,2,7,2,9,0,2,84,9,94,2,2,8,53,6,1
9026,26,0,5,0,16,1,2,32,75,61,1,2,4,14,9,1
9027,25,0,4,2,9,1,1,76,18,58,2,4,13,35,18,2
9028,51,0,4,5,14,0,0,85,20,27,2,3,5,51,5,0
9029,26,0,5,7,12,1,1,61,49,89,2,2,14,46,27,2
9030,29,2,5,7,21,1,1,91,0,61,2,2,12,52,11,0
9031,33,2,9,7,12,1,2,54,37,55,2,5,13,40,15,1
9032,45,0,1,1,1,1,1,62,38,62,2,3,9,28,25,2
9033,35,1,14,3,8,1,2,85,21,23,2,3,11,71,13,0
9034,54,0,0,4,23,1,1,61,38,72,2,3,9,58,19,0
9035,48,0,7,1,2,2,0,42,49,65,1,2,2,27,5,2
9036,60,1,11,2,11,1,2,49,58,82,1,2,5,26,7,1
9037,25,0,4,0,16,1,2,22,90,48,1,0,3,18,4,1
9038,53,1,8,0,22,2,0,66,39,65,2,3,14,39,10,2
9039,59,0,1,5,14,2,0,59,30,72,1,0,0,50,5,0
9040,23,2,2,5,15,1,1,80,21,32,2,2,11,64,27,0
9041,60,1,4,2,11,0,0,36,50,86,1,2,4,21,2,2
9042,40,0,0,5,13,2,0,16,77,20,1,2,0,9,6,2
9043,51,0,12,5,13,2,1,88,13,43,0,6,21,62,47,0
9044,52,0,17,3,18,1,0,83,20,72,2,3,7,47,7,0
9045,51,2,5,2,9,0,2,30,70,94,1,1,4,13,0,1
9046,30,2,3,6,19,1,1,55,42,96,1,0,3,51,1,2
9047,33,2,1,3,8,0,0,29,73,73,1,0,4,14,8,1
9048,48,0,9,7,12,0,0,15,89,27,1,1,5,8,7,1
9049,60,0,8,7,21,2,1,68,44,40,2,3,9,32,27,2
9050,37,0,16,1,1,2,0,18,78,66,1,0,3,16,3,1
9052,56,1,13,6,19,0,0,61,35,77,1,0,3,38,6,0
9053,48,0,8,1,2,1,2,77,37,93,2,3,13,55,12,2
9055,43,2,5,0,22,2,1,80,27,92,2,3,7,42,5,2
9056,52,1,8,3,18,2,1,18,63,45,1,2,2,9,5,1
9057,49,0,4,7,12,0,0,18,90,52,1,0,2,11,4,1
9058,25,3,4,3,8,1,2,56,49,69,2,3,8,48,17,1
9059,31,0,10,5,14,0,0,51,58,34,2,4,7,35,26,0
9061,30,1,9,1,2,2,1,75,32,51,2,4,8,45,20,0
9062,58,0,1,0,22,0,2,42,58,84,2,4,9,34,24,1
9063,52,0,13,4,23,1,0,45,43,63,1,1,3,31,8,2
9064,28,0,7,2,6,1,1,25,66,45,1,0,5,21,3,1
9065,56,2,0,6,7,1,0,37,62,68,1,1,3,36,5,2
9066,40,0,11,4,4,1,1,58,52,78,1,0,0,54,0,2
9067,29,2,8,7,12,2,0,28,72,63,1,2,4,13,2,1
9068,47,0,6,2,11,0,2,59,31,82,1,2,2,30,7,1
9069,33,0,10,0,22,1,0,26,76,91,1,0,1,14,2,1
9070,27,2,5,5,15,2,1,43,67,59,1,1,5,27,8,2
9071,44,1,7,3,3,0,0,90,4,83,2,4,12,56,18,0
9073,37,1,16,5,15,2,1,52,52,72,1,0,4,50,8,2
9074,31,0,3,2,11,1,0,20,64,66,1,0,2,14,3,1
9075,28,1,3,4,20,1,0,72,29,93,2,3,9,58,5,0
9076,37,0,7,7,21,2,0,60,38,84,2,3,5,53,26,0
9077,27,1,6,2,6,0,1,90,19,39,2,5,5,83,8,0
9078,35,0,11,2,9,1,1,22,60,52,1,2,3,16,1,1
9079,45,2,8,3,8,2,2,89,19,88,2,2,14,70,24,2
9080,37,2,7,1,2,1,0,35,71,94,1,2,2,19,6,1
9081,26,0,2,4,4,0,2,54,55,93,2,3,14,27,24,1
9082,38,2,13,4,23,1,2,83,20,46,2,5,7,55,19,2
9083,37,2,5,3,18,2,1,37,72,37,1,0,1,35,1,1
9084,44,2,12,1,5,1,0,54,30,23,2,3,6,34,5,0
9085,42,2,6,3,3,1,0,41,44,58,1,1,2,31,6,2
9086,57,0,7,5,14,2,2,26,63,79,1,1,0,20,3,1
9087,59,0,8,6,19,2,1,46,58,88,1,1,1,34,7,2
9088,21,0,0,6,17,2,1,23,89,42,1,1,1,21,3,2
9089,27,1,6,6,19,1,1,34,73,68,1,0,2,24,8,2
9090,34,2,8,2,9,1,1,73,14,43,2,2,14,52,9,2
9091,24,0,3,0,16,1,2,66,35,64,2,3,5,58,12,1
9092,21,2,0,2,11,2,1,11,89,92,1,2,5,10,6,1
9093,26,3,5,0,0,2,0,16,77,51,1,2,4,12,7,1
9094,59,1,15,1,5,0,1,17,68,89,1,2,3,16,6,1
9095,22,0,1,1,5,1,1,17,70,81,1,2,0,13,6,1
9096,28,0,7,3,18,1,1,67,44,70,2,3,11,61,11,2
9097,24,2,3,2,6,1,1,20,94,54,1,2,1,15,6,1
9098,28,2,7,1,1,1,0,83,28,69,2,5,14,65,5,0
9099,47,1,9,2,11,1,0,59,36,93,1,0,0,50,2,0
9100,29,3,8,7,10,2,0,49,60,42,2,3,13,44,13,2
9101,25,3,4,6,17,2,1,41,65,39,1,2,2,18,8,1
9102,38,0,5,6,7,1,0,73,36,26,2,2,14,62,24,0
9103,47,2,8,0,22,1,1,46,60,69,2,3,6,31,14,1
9104,22,2,1,4,23,0,1,93,9,20,2,5,12,88,21,0
9105,52,2,9,0,0,2,0,79,29,50,2,2,8,52,19,2
9106,42,0,17,1,1,1,0,17,88,21,1,1,4,14,4,1
9107,28,0,7,6,17,1,0,93,10,59,2,5,9,58,18,0
9108,24,0,3,1,2,1,1,63,22,60,2,3,8,53,16,0
